,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
23900,23900,E,154.3,material_7,material_6,6,9,7,5,4,18.633,11.694,17.554,16.435,10.519,19.293,10.43,17.699,21.269,11.988,16.818,15.131,14.675,18.888,644.07,0
23901,23901,E,200.09,material_7,material_6,6,9,7,4,11,17.506,11.659,17.845,15.988,13.753,17.624,11.184,15.435,19.089,12.147,15.891,18.228,13.658,14.812,520.313,1
23909,23909,E,205.63,material_7,material_6,6,9,4,9,20,17.526,11.741,16.841,17.179,12.088,18.414,13.434,12.485,19.754,11.261,16.526,18.233,15.523,18.597,652.332,0
23911,23911,E,98.79,material_7,material_6,6,9,8,9,7,17.382,13.973,17.065,17.553,13.031,18.767,10.125,18.432,20.462,10.795,14.257,15.829,14.77,13.591,787.389,1
23917,23917,E,104.56,material_7,material_6,6,9,7,8,5,17.443,11.457,17.221,16.657,10.992,18.512,10.647,13.098,21.955,12.061,14.473,16.133,14.384,14.55,572.63,0
23926,23926,E,161.87,material_7,material_6,6,9,11,9,7,17.045,13.715,19.144,16.43,12.266,18.894,13.604,15.4,17.269,11.355,16.623,18.021,15.615,14.811,902.23,0
23929,23929,E,82.7,material_7,material_6,6,9,6,12,5,18.174,11.695,16.601,18.444,14.149,18.675,11.938,14.934,17.774,10.468,15.377,18.52,15.108,15.307,719.77,0
23930,23930,E,111.41,material_7,material_6,6,9,6,12,4,17.36,11.789,15.687,17.012,10.907,20.527,12.072,14.986,19.915,11.06,15.686,13.136,16.084,16.232,692.809,0
23931,23931,E,123.48,material_7,material_6,6,9,5,4,7,17.442,12.288,15.711,17.04,12.929,19.574,11.684,15.104,17.249,11.218,15.378,18.394,16.198,14.68,649.067,0
23936,23936,E,95.91,material_7,material_6,6,9,8,10,2,18.734,12.489,15.29,18.157,11.773,19.095,11.015,16.125,19.423,8.883,15.415,19.206,14.236,15.825,670.811,0
23937,23937,E,161.66,material_7,material_6,6,9,4,7,2,17.174,12.246,15.948,16.845,9.701,18.933,11.167,16.352,18.99,9.266,16.24,18.407,13.89,14.701,589.139,1
23939,23939,E,112.54,material_7,material_6,6,9,9,8,3,17.066,11.491,17.537,19.035,11.352,19.187,11.251,19.79,19.119,11.16,17.145,15.603,15.722,15.31,840.746,0
23940,23940,E,115.42,material_7,material_6,6,9,3,11,2,17.54,12.728,17.455,17.28,10.487,18.522,11.851,13.091,18.302,15.453,14.743,15.753,16.621,16.741,735.27,0
23946,23946,E,115.63,material_7,material_6,6,9,10,7,4,16.718,10.916,18.453,16.351,12.293,18.282,12.162,14.171,21.803,12.057,15.315,14.618,14.967,16.491,612.997,0
23947,23947,E,83.16,material_7,material_6,6,9,3,10,3,19.889,12.203,17.267,17.304,12.33,19.741,12.235,13.671,18.703,10.608,14.906,18.77,14.374,17.147,791.111,0
23948,23948,E,140.6,material_7,material_6,6,9,5,8,8,17.649,12.053,18.768,18.543,10.749,19.149,12.47,17.199,20.071,11.663,16.071,14.127,13.911,14.393,939.021,1
23955,23955,E,157.37,material_7,material_6,6,9,3,5,10,17.639,11.357,18.239,17.171,10.974,17.823,11.025,15.702,18.725,10.898,16.134,12.482,13.572,18.265,630.797,0
23956,23956,E,111.44,material_7,material_6,6,9,1,7,6,18.503,12.782,17.174,16.31,13.167,16.443,10.894,17.056,22.045,12.693,14.939,15.738,14.101,17.779,474.735,0
23958,23958,E,117.83,material_7,material_6,6,9,10,9,2,18.201,11.711,18.606,16.4,11.117,18.035,11.536,21.459,18.673,10.516,15.894,17.434,13.766,15.63,642.434,0
23961,23961,E,114.53,material_7,material_6,6,9,1,12,7,18.36,11.498,18.963,17.575,11.812,18.92,13.891,17.82,21.617,11.943,14.921,15.551,17.436,18.102,855.835,0
23964,23964,E,115.51,material_7,material_6,6,9,1,13,0,18.8,12.007,16.179,15.654,11.916,18.533,11.659,15.503,20.106,11.084,14.692,17.232,14.654,14.289,479.024,0
23965,23965,E,85.47,material_7,material_6,6,9,3,13,8,19.256,11.079,16.509,17.764,13.209,20.782,11.931,18.399,20.419,10.561,14.175,16.255,15.032,18.279,779.349,1
23967,23967,E,144.54,material_7,material_6,6,9,7,11,1,18.842,10.058,16.935,19.667,10.457,18.723,12.355,13.726,21.501,10.718,13.416,16.511,16.887,14.665,752.741,0
23970,23970,E,126.62,material_7,material_6,6,9,5,15,4,17.171,12.724,17.421,17.606,12.385,20.04,13.345,14.244,19.92,13.443,15.097,19.523,14.889,17.288,898.704,0
23971,23971,E,55.5,material_7,material_6,6,9,3,10,1,16.256,10.922,18.405,16.822,12.255,16.597,11.155,14.696,17.844,12.724,14.876,16.806,15.725,15.025,502.852,0
23974,23974,E,63.25,material_7,material_6,6,9,4,8,2,18.138,12.255,16.079,20.371,11.04,19.397,10.702,15.738,20.578,11.895,13.848,14.48,14.02,16.153,895.22,0
23975,23975,E,118.43,material_7,material_6,6,9,6,7,5,16.495,9.049,18.016,17.963,11.3,20.183,11.813,16.306,19.652,10.87,16.337,15.023,12.839,17.287,729.814,1
23976,23976,E,162.63,material_7,material_6,6,9,4,13,4,17.354,14.072,15.566,17.806,12.573,18.797,11.759,13.601,20.679,13.314,14.156,15.174,15.085,19.179,746.868,0
23978,23978,E,122.77,material_7,material_6,6,9,4,13,2,18.091,12.559,17.649,16.343,11.441,19.453,12.748,15.286,17.429,11.64,15.747,18.589,16.987,15.422,752.585,0
23979,23979,E,124.66,material_7,material_6,6,9,5,8,6,17.453,11.516,16.342,15.933,12.081,17.924,10.919,15.79,21.472,13.538,15.109,15.603,15.095,18.439,423.283,0
23980,23980,E,152.79,material_7,material_6,6,9,1,18,0,19.93,13.387,16.905,17.852,11.673,19.584,12.365,17.54,20.285,10.9,17.124,15.89,14.885,18.113,869.616,0
23981,23981,E,151.66,material_7,material_6,6,9,11,8,3,16.285,10.349,18.669,16.481,12.063,19.203,12.594,15.509,18.75,10.147,14.885,18.644,16.096,16.044,679.845,1
23983,23983,E,99.95,material_7,material_6,6,9,5,8,7,19.239,11.604,16.736,17.566,12.458,18.231,9.83,17.029,19.87,10.781,15.924,14.841,14.987,17.338,581.91,0
23988,23988,E,106.01,material_7,material_6,6,9,1,8,1,17.901,10.538,16.077,17.805,11.618,20.417,12.163,12.609,17.042,12.305,15.029,16.943,15.619,13.997,699.786,0
23990,23990,E,126.15,material_7,material_6,6,9,5,13,1,18.36,11.496,15.699,15.401,11.889,18.773,11.548,14.815,18.327,11.393,15.778,17.316,15.957,15.608,414.248,0
23993,23993,E,92.49,material_7,material_6,6,9,2,14,5,18.744,12.171,16.436,16.19,12.435,19.409,10.426,14.259,16.058,11.152,14.586,17.818,14.303,13.756,587.911,0
23994,23994,E,274.63,material_7,material_6,6,9,6,8,4,16.784,11.762,17.529,16.265,10.891,18.537,12.37,15.495,20.273,10.211,15.369,14.257,14.177,15.468,616.897,1
23999,23999,E,88.81,material_7,material_6,6,9,5,15,5,16.189,11.292,17.9,15.737,10.223,20.141,10.708,11.999,18.267,11.454,15.606,17.501,14.265,15.214,657.798,0
24000,24000,E,124.07,material_7,material_6,6,9,4,9,12,18.183,11.616,17.315,19.478,9.432,18.362,10.415,16.899,17.535,14.873,16.264,16.683,16.075,13.449,789.177,0
24001,24001,E,74.21,material_7,material_6,6,9,6,9,5,16.319,11.034,19.341,15.376,11.223,18.103,11.742,14.483,15.106,15.356,14.891,15.304,15.787,12.839,581.463,0
24002,24002,E,122.0,material_7,material_6,6,9,9,17,8,19.588,12.229,15.765,16.429,12.017,19.118,9.544,13.066,21.908,9.217,16.299,16.149,13.99,15.103,525.906,0
24005,24005,E,125.48,material_7,material_6,6,9,2,15,9,18.981,12.797,15.893,18.463,10.596,19.851,11.863,13.996,21.515,10.724,15.401,14.088,14.391,14.775,824.628,0
24007,24007,E,96.61,material_7,material_6,6,9,6,12,4,17.012,11.364,16.575,17.416,11.802,19.104,11.628,11.574,18.034,12.575,14.459,16.846,13.994,16.209,645.965,0
24009,24009,E,87.33,material_7,material_6,6,9,8,11,3,19.027,12.223,17.702,18.452,12.217,18.898,12.912,16.587,19.844,9.816,17.585,14.658,14.51,15.788,861.535,0
24010,24010,E,96.52,material_7,material_6,6,9,8,8,2,17.192,13.199,16.524,18.414,12.265,18.671,10.906,16.549,19.428,13.719,17.196,15.263,15.978,13.229,780.528,1
24012,24012,E,153.47,material_7,material_6,6,9,4,11,4,18.023,10.579,16.102,17.656,12.428,20.172,12.146,15.883,21.089,12.095,15.974,15.713,14.432,20.063,674.526,0
24013,24013,E,168.18,material_7,material_6,6,9,5,10,9,17.402,11.564,16.58,18.225,12.913,19.124,11.899,15.275,20.232,11.295,15.799,16.089,15.78,14.891,726.545,0
24018,24018,E,198.23,material_7,material_6,6,9,3,15,5,18.075,11.214,16.547,17.619,12.628,17.887,11.836,15.195,18.088,9.369,16.034,16.382,15.651,16.079,565.998,1
24020,24020,E,130.06,material_7,material_6,6,9,7,7,12,19.255,9.715,16.314,16.601,11.372,19.312,9.796,15.01,18.249,13.585,14.665,15.442,15.941,13.848,447.091,1
24021,24021,E,101.44,material_7,material_6,6,9,6,7,3,17.737,11.266,15.98,17.281,11.201,19.508,12.066,16.304,17.939,9.548,14.055,14.319,14.881,17.76,627.907,0
24022,24022,E,81.49,material_7,material_6,6,9,9,5,13,16.558,11.269,16.03,16.828,11.907,19.275,12.416,18.02,19.32,10.714,15.971,15.24,16.375,16.202,586.52,0
24023,24023,E,203.45,material_7,material_6,6,9,2,5,11,18.433,11.931,17.357,17.502,11.708,18.102,12.224,17.11,20.555,11.299,14.043,14.239,16.037,17.199,675.509,1
24025,24025,E,130.73,material_7,material_6,6,9,4,9,10,17.776,12.445,17.722,17.889,11.174,19.387,9.98,17.009,21.237,12.04,15.63,15.217,13.913,17.626,808.493,1
24032,24032,E,134.24,material_7,material_6,6,9,4,10,11,18.484,11.838,15.751,18.69,13.406,18.693,11.52,16.725,22.306,15.66,16.397,14.371,15.651,18.388,683.706,0
24033,24033,E,179.62,material_7,material_6,6,9,12,11,4,19.051,13.273,16.916,18.554,11.313,18.45,11.123,16.242,21.332,14.727,16.61,13.592,15.232,16.213,809.275,1
24035,24035,E,92.26,material_7,material_6,6,9,1,18,1,16.19,11.519,17.313,17.267,10.96,18.04,11.227,14.592,20.98,10.395,15.741,16.32,15.449,15.144,605.828,0
24038,24038,E,109.18,material_7,material_6,6,9,11,8,4,17.514,10.885,17.295,17.701,12.918,18.585,9.062,15.035,21.024,13.972,15.084,15.715,14.085,17.681,598.827,0
24040,24040,E,126.13,material_7,material_6,6,9,2,3,16,16.615,11.266,14.707,17.379,11.095,19.626,12.378,15.182,18.726,12.644,12.876,16.142,15.051,13.472,564.753,0
24048,24048,E,114.56,material_7,material_6,6,9,5,17,7,17.978,11.725,18.241,18.023,11.9,18.303,10.351,17.51,20.143,11.804,16.039,16.107,15.182,15.65,739.306,0
24052,24052,E,136.34,material_7,material_6,6,9,12,7,9,16.712,12.438,15.84,16.535,10.986,19.614,11.428,17.644,21.367,11.517,15.963,15.503,13.509,16.784,625.156,0
24054,24054,E,88.77,material_7,material_6,6,9,7,10,8,17.886,10.377,16.022,17.522,10.328,19.917,13.452,13.956,21.255,10.484,16.793,14.418,14.621,15.358,654.609,0
24056,24056,E,111.64,material_7,material_6,6,9,4,10,8,18.239,10.409,16.106,18.542,12.805,17.968,11.826,17.634,20.772,11.136,15.459,16.199,12.937,14.546,565.95,0
24057,24057,E,103.02,material_7,material_6,6,9,4,12,6,18.254,13.071,16.036,18.168,11.027,18.082,10.145,16.645,21.329,12.462,17.247,15.778,16.167,19.302,663.565,1
24058,24058,E,147.98,material_7,material_6,6,9,5,9,6,19.248,12.079,15.703,16.555,11.272,20.161,11.953,15.313,17.657,10.185,16.408,14.322,14.122,15.256,647.778,0
24060,24060,E,141.34,material_7,material_6,6,9,6,13,8,18.128,13.054,19.322,17.609,11.112,16.732,9.92,14.509,19.09,11.809,14.542,17.008,15.604,17.573,735.103,0
24062,24062,E,121.43,material_7,material_6,6,9,3,16,6,18.78,11.812,18.102,17.452,10.545,20.223,11.674,15.121,20.673,13.607,17.061,14.243,14.995,17.235,859.334,0
24063,24063,E,99.65,material_7,material_6,6,9,8,9,6,17.971,10.229,17.807,18.119,10.434,19.731,12.471,15.724,21.447,13.863,16.229,14.918,15.417,18.528,777.274,0
24064,24064,E,132.06,material_7,material_6,6,9,4,16,3,17.791,11.474,17.449,18.785,12.183,20.477,12.448,17.913,21.358,11.458,13.666,15.968,14.057,17.187,932.176,0
24066,24066,E,84.68,material_7,material_6,6,9,6,8,6,16.622,11.012,18.749,16.952,12.643,20.088,11.122,16.808,20.979,11.967,13.056,14.376,14.574,17.675,795.961,0
24067,24067,E,102.1,material_7,material_6,6,9,8,6,5,16.018,12.18,18.594,18.088,10.613,18.691,10.292,15.385,19.885,11.423,17.716,15.902,14.394,14.738,822.607,0
24071,24071,E,204.83,material_7,material_6,6,9,3,10,3,18.476,12.486,18.537,17.326,11.957,20.491,9.357,13.851,19.142,12.913,16.198,18.081,15.05,17.534,891.185,0
24072,24072,E,121.34,material_7,material_6,6,9,3,9,6,17.749,11.806,15.53,16.322,11.342,17.9,13.822,13.584,19.034,15.481,17.739,14.252,15.417,15.731,472.87,0
24073,24073,E,128.56,material_7,material_6,6,9,5,17,1,18.088,11.642,16.012,16.241,11.769,18.28,13.401,17.044,18.987,9.826,16.528,19.613,15.569,16.862,507.901,1
24074,24074,E,132.02,material_7,material_6,6,9,12,10,4,16.177,10.012,17.912,15.521,11.026,19.707,11.599,15.692,20.117,12.112,16.061,14.237,16.3,18.932,551.795,0
24075,24075,E,190.1,material_7,material_6,6,9,6,7,1,18.836,12.117,18.179,18.074,12.305,17.533,9.583,14.418,20.541,10.199,16.044,13.543,15.727,16.531,691.343,0
24076,24076,E,159.18,material_7,material_6,6,9,6,12,7,18.48,11.48,17.989,17.031,12.54,18.958,10.987,15.228,18.533,10.624,15.076,18.048,15.375,15.688,692.57,0
24077,24077,E,143.91,material_7,material_6,6,9,4,11,2,17.768,11.976,17.678,18.863,11.831,19.092,12.706,15.071,20.977,14.939,16.426,14.796,15.027,17.34,887.308,1
24078,24078,E,169.45,material_7,material_6,6,9,3,9,2,17.519,11.355,16.922,18.434,10.584,18.385,12.412,10.237,18.886,10.93,16.302,18.073,13.948,18.46,709.91,0
24084,24084,E,124.13,material_7,material_6,6,9,11,5,9,19.022,12.628,16.11,17.124,10.789,19.573,11.812,14.371,21.16,11.539,15.388,13.086,15.169,17.286,703.937,0
24085,24085,E,166.86,material_7,material_6,6,9,6,7,8,19.449,11.71,18.424,18.02,12.589,18.474,11.469,14.984,18.637,11.882,14.856,15.366,13.917,16.698,786.739,1
24086,24086,E,116.36,material_7,material_6,6,9,7,6,11,16.925,11.465,16.439,18.148,11.675,19.489,10.385,15.167,20.281,11.278,14.035,13.76,15.869,15.852,702.104,0
24087,24087,E,112.25,material_7,material_6,6,9,12,8,6,17.921,12.742,17.706,16.721,12.05,19.046,11.501,15.352,19.118,11.602,14.974,15.104,14.986,16.94,740.783,0
24091,24091,E,82.57,material_7,material_6,6,9,5,9,5,18.405,10.81,17.596,18.03,12.64,19.286,10.309,17.121,20.649,10.465,16.814,15.902,15.58,14.247,715.345,0
24092,24092,E,83.6,material_7,material_6,6,9,9,14,4,18.642,10.492,17.784,17.762,12.25,19.688,11.214,15.29,21.691,15.695,15.468,14.117,14.162,17.451,735.808,0
24094,24094,E,263.04,material_7,material_6,6,9,4,11,6,17.996,12.969,17.903,18.305,11.281,20.086,13.012,14.364,17.901,11.239,16.073,15.952,15.429,16.268,996.101,0
24095,24095,E,93.68,material_7,material_6,6,9,2,10,3,18.912,11.527,17.491,17.721,12.363,19.504,11.146,18.808,19.327,9.129,15.449,18.002,15.32,18.523,759.67,0
24096,24096,E,80.72,material_7,material_6,6,9,5,6,1,17.572,11.515,15.452,16.549,12.407,17.796,10.212,16.236,17.89,10.311,15.703,17.269,13.883,13.559,388.568,0
24097,24097,E,106.71,material_7,material_6,6,9,6,13,9,16.171,13.08,16.852,16.35,11.36,19.252,10.811,17.113,21.848,12.735,16.45,14.001,15.719,18.18,676.552,0
24098,24098,E,130.12,material_7,material_6,6,9,7,4,18,19.195,11.289,16.58,17.737,11.975,19.462,12.388,12.987,17.891,11.566,14.739,18.269,16.767,17.152,706.254,0
24103,24103,E,136.75,material_7,material_6,6,9,3,6,5,16.945,11.208,16.517,16.908,11.069,19.974,11.89,17.61,20.089,12.446,17.299,15.488,14.144,15.799,662.271,0
24104,24104,E,82.31,material_7,material_6,6,9,4,8,12,16.321,11.716,17.099,17.279,11.939,20.434,11.767,14.232,21.105,11.456,14.418,16.779,14.134,14.311,789.337,0
24105,24105,E,105.29,material_7,material_6,6,9,6,8,7,17.281,10.876,16.074,17.369,11.037,20.251,13.523,14.608,20.984,12.78,16.621,11.819,13.042,14.291,701.917,0
24106,24106,E,119.76,material_7,material_6,6,9,12,6,12,18.799,11.301,17.751,17.679,10.981,19.257,11.467,15.611,20.071,12.591,16.453,15.423,15.601,17.498,748.486,0
24109,24109,E,113.39,material_7,material_6,6,9,8,6,5,17.757,11.82,16.864,16.281,11.962,22.533,12.56,19.214,19.958,9.564,14.355,16.771,14.129,17.596,873.074,0
24118,24118,E,143.11,material_7,material_6,6,9,7,11,1,18.391,10.888,16.431,15.704,10.691,18.346,11.151,14.184,19.002,12.414,14.479,15.149,14.109,17.372,410.84,0
24119,24119,E,131.35,material_7,material_6,6,9,8,9,5,17.467,12.33,15.522,15.819,14.123,19.74,13.021,18.253,20.513,10.507,16.532,16.676,14.793,17.681,583.231,1
24122,24122,E,126.92,material_7,material_6,6,9,8,8,2,17.709,14.197,17.75,17.394,10.438,18.878,11.08,18.125,20.778,11.022,16.793,17.109,14.679,18.753,860.547,1
24123,24123,E,103.07,material_7,material_6,6,9,2,9,9,17.499,12.24,17.51,17.849,10.851,17.691,12.898,16.604,20.631,9.902,15.309,14.721,15.488,14.26,714.467,0
24125,24125,E,73.52,material_7,material_6,6,9,7,11,5,16.916,10.427,16.895,17.316,10.282,18.948,10.889,15.998,18.884,11.554,15.281,17.275,15.034,14.461,577.085,1
24127,24127,E,145.56,material_7,material_6,6,9,2,8,11,17.543,10.137,15.814,16.171,11.194,19.842,11.509,14.311,21.766,14.212,17.02,15.632,15.251,18.387,477.59,0
24129,24129,E,138.81,material_7,material_6,6,9,5,7,1,17.058,11.917,17.144,16.757,12.012,18.749,11.221,13.38,18.32,12.93,15.78,17.048,13.868,17.926,630.247,0
24131,24131,E,119.3,material_7,material_6,6,9,4,16,2,18.96,10.458,16.508,16.765,12.678,17.576,10.763,14.333,18.627,12.758,17.922,15.741,15.052,14.136,408.194,0
24133,24133,E,100.93,material_7,material_6,6,9,3,17,7,17.662,11.994,15.166,16.856,12.473,20.189,11.68,17.052,18.919,12.827,16.565,17.499,13.963,14.7,624.255,0
24135,24135,E,123.97,material_7,material_6,6,9,1,1,10,16.963,8.932,17.938,16.951,13.579,19.974,10.785,13.758,21.018,9.302,16.217,16.429,15.262,14.63,603.978,1
24139,24139,E,80.11,material_7,material_6,6,9,4,15,1,17.777,9.878,16.761,16.204,12.231,18.748,11.696,13.993,20.36,9.634,15.889,16.476,15.455,13.972,452.958,0
24141,24141,E,156.46,material_7,material_6,6,9,7,11,10,16.596,10.813,17.444,16.052,10.737,17.872,10.434,17.009,17.899,13.147,15.876,15.82,14.223,12.161,452.247,0
24142,24142,E,91.91,material_7,material_6,6,9,6,4,8,18.923,10.195,15.583,17.401,12.002,19.274,12.14,14.683,18.338,13.043,15.564,16.369,14.481,15.426,532.288,0
24144,24144,E,160.23,material_7,material_6,6,9,1,13,8,17.578,10.72,17.899,18.077,10.635,18.239,11.058,18.386,20.229,10.118,16.262,17.354,15.375,18.004,672.785,0
24145,24145,E,139.19,material_7,material_6,6,9,6,9,3,19.342,11.154,16.513,17.587,11.781,20.358,10.786,15.848,19.404,10.925,15.409,14.599,15.25,15.632,716.21,1
24146,24146,E,118.43,material_7,material_6,6,9,7,5,3,18.386,12.12,17.44,16.883,11.998,18.613,12.744,16.008,18.205,9.967,17.897,16.7,16.635,14.69,692.774,0
24148,24148,E,118.43,material_7,material_6,6,9,7,3,4,17.665,10.999,18.034,16.116,10.362,19.484,13.217,16.46,21.811,12.983,15.361,15.535,16.055,18.204,679.373,0
24149,24149,E,128.85,material_7,material_6,6,9,9,12,2,17.801,12.624,16.545,17.732,11.455,18.692,11.589,16.487,17.776,12.341,16.828,17.97,15.813,17.577,710.286,0
24151,24151,E,141.74,material_7,material_6,6,9,4,8,7,16.808,11.458,20.104,19.259,13.681,18.328,11.027,15.416,19.793,11.581,15.609,15.795,15.698,14.638,959.733,0
24153,24153,E,113.03,material_7,material_6,6,9,7,8,10,17.789,10.75,16.503,15.826,11.414,20.966,11.865,14.92,20.396,13.498,15.406,14.271,15.884,17.585,623.342,0
24156,24156,E,97.28,material_7,material_6,6,9,1,9,4,19.56,11.97,17.429,17.305,11.774,17.515,11.674,15.747,19.628,11.59,15.339,14.805,15.626,15.562,613.903,0
24158,24158,E,92.47,material_7,material_6,6,9,8,11,5,17.778,12.452,16.259,17.665,11.182,18.373,12.178,14.18,19.263,12.935,15.154,15.761,15.829,16.924,664.786,0
24162,24162,E,100.2,material_7,material_6,6,9,4,6,11,19.598,12.361,16.009,17.886,10.187,18.571,13.609,14.916,19.697,11.322,15.627,18.547,14.738,17.012,703.607,0
24163,24163,E,150.61,material_7,material_6,6,9,5,8,4,17.908,11.878,15.748,16.473,9.915,19.349,8.455,14.911,17.162,12.069,16.002,17.884,15.21,16.077,502.546,1
24165,24165,E,123.08,material_7,material_6,6,9,7,8,4,18.735,11.005,17.237,15.942,12.92,19.103,12.311,15.669,19.936,11.118,15.462,14.293,16.149,16.382,569.115,0
24168,24168,E,173.11,material_7,material_6,6,9,7,13,5,19.203,12.4,18.181,17.72,10.615,20.011,12.578,14.749,16.963,11.111,14.94,16.048,14.863,14.997,922.329,0
24171,24171,E,93.91,material_7,material_6,6,9,0,16,4,18.422,12.861,18.846,16.954,10.91,18.945,11.449,17.375,17.553,12.377,18.263,16.454,15.043,11.734,834.793,0
24173,24173,E,124.52,material_7,material_6,6,9,4,4,6,17.525,12.257,17.864,17.812,11.04,18.069,10.687,12.871,18.721,13.484,15.351,17.616,14.81,18.661,720.12,0
24174,24174,E,144.85,material_7,material_6,6,9,8,18,5,17.476,12.294,17.75,17.029,12.728,18.33,12.756,18.028,20.201,10.402,16.163,16.809,16.06,18.107,713.168,0
24175,24175,E,93.83,material_7,material_6,6,9,7,8,8,18.505,10.426,17.939,17.67,14.126,17.302,10.594,16.186,19.204,11.555,14.835,12.845,14.293,16.733,549.37,0
24178,24178,E,70.58,material_7,material_6,6,9,3,10,4,17.448,13.441,17.834,17.475,11.041,19.248,12.091,16.611,19.181,10.823,15.088,16.637,14.771,14.696,875.566,1
24179,24179,E,74.67,material_7,material_6,6,9,2,13,6,18.383,11.463,18.524,17.747,10.398,19.755,12.93,17.699,20.093,10.535,16.328,15.132,16.515,17.504,879.332,0
24180,24180,E,100.07,material_7,material_6,6,9,9,15,3,18.948,12.597,17.255,19.195,11.412,16.831,10.922,16.115,19.37,11.683,16.325,13.738,15.608,16.181,719.697,1
24181,24181,E,207.38,material_7,material_6,6,9,7,4,9,17.431,13.231,15.445,15.974,11.989,18.893,10.19,17.158,17.923,8.946,14.935,13.693,15.16,16.067,524.659,1
24182,24182,E,149.19,material_7,material_6,6,9,4,14,2,16.705,11.894,17.379,17.24,13.652,17.698,9.46,17.006,17.72,11.925,14.576,17.645,14.669,16.287,570.537,0
24183,24183,E,126.49,material_7,material_6,6,9,8,5,9,17.257,11.284,18.379,18.477,11.497,18.843,12.741,16.864,20.454,10.481,14.627,15.274,15.825,15.096,844.951,0
24185,24185,E,91.42,material_7,material_6,6,9,4,4,12,18.848,11.331,16.734,18.806,11.686,20.488,12.654,17.267,18.851,10.599,16.294,13.818,16.329,16.189,882.701,0
24188,24188,E,134.93,material_7,material_6,6,9,10,4,11,17.56,10.135,16.483,17.584,13.623,18.617,11.33,12.573,19.324,11.946,16.28,16.997,16.102,17.578,537.983,0
24192,24192,E,97.37,material_7,material_6,6,9,7,9,2,18.45,11.734,16.135,17.88,10.995,20.338,11.229,16.446,18.218,11.199,16.082,16.654,14.303,13.201,755.583,0
